geographicAreaFS,Geographic Area,measuredItemParentFS,Item Parent,measuredItemChildFS,Item Child,timePointYearsSP,Year,Value,Aupus Required
147,Namibia,164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
147,Namibia,172,Glucose and Dextrose,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
147,Namibia,242,Groundnuts in Shell,243,Groundnuts Shelled [%],2011,2011,100,Y
147,Namibia,329,Cottonseed,331,Oil of Cotton Seed [%],2011,2011,100,Y
147,Namibia,329,Cottonseed,332,Cake of Cotton Seed [%],2011,2011,100,Y
147,Namibia,329,Cottonseed,770,Cotton Linter [%],2011,2011,100,Y
147,Namibia,463,Vegetables Fresh nes,469,Vegetables Dehydrated [%],2011,2011,100,Y
147,Namibia,1163,Game Meat,1164,"Meat, Dried, nes [%]",2011,2011,50,Y
147,Namibia,1163,Game Meat,1172,Meat Prepared nes [%],2011,2011,50,Y
149,Nepal,49,Malt of Barley,50,Malt Extracts [%],2011,2011,33,Y
149,Nepal,49,Malt of Barley,51,Beer of Barley [%],2011,2011,67,Y
149,Nepal,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,67,Y
149,Nepal,56,Maize,57,Germ of Maize [%],2011,2011,100,Y
149,Nepal,58,Flour of Maize,63,Maize Gluten [%],2011,2011,100,Y
149,Nepal,58,Flour of Maize,64,Starch of Maize [%],2011,2011,100,Y
149,Nepal,156,Sugar Cane,158,Cane Sugar [%],2011,2011,96,Y
149,Nepal,156,Sugar Cane,163,Sugar non Centrifugal [%],2011,2011,4,Y
149,Nepal,156,Sugar Cane,165,Molasses [%],2011,2011,96,Y
149,Nepal,156,Sugar Cane,170,Bagasse [%],2011,2011,100,Y
149,Nepal,164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
149,Nepal,165,Molasses,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
149,Nepal,165,Molasses,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
149,Nepal,251,Copra,252,Oil of Coconuts [%],2011,2011,100,Y
149,Nepal,251,Copra,253,Cake of Coconuts [%],2011,2011,100,Y
149,Nepal,257,Oil of Palm,1275,Oils Hydrogenated [%],2011,2011,100,Y
149,Nepal,271,Oil of Rapeseed,1275,Oils Hydrogenated [%],2011,2011,100,Y
149,Nepal,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
149,Nepal,329,Cottonseed,770,Cotton Linter [%],2011,2011,100,Y
149,Nepal,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,100,Y
149,Nepal,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,100,Y
149,Nepal,388,Tomatoes,390,Tomatojuice Single-Stren [%],2011,2011,100,Y
149,Nepal,490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,100,Y
149,Nepal,490,Oranges,492,Oranjuice Concentrated [%],2011,2011,0,Y
149,Nepal,490,Oranges,628,Fruit Pulp for Feed [%],2011,2011,100,Y
149,Nepal,495,Tang.Mand.Clement.Satsma,622,Fruit Juice nes [%],2011,2011,100,Y
149,Nepal,495,Tang.Mand.Clement.Satsma,628,Fruit Pulp for Feed [%],2011,2011,100,Y
149,Nepal,515,Apples,518,Applejuice Single Streng [%],2011,2011,100,Y
149,Nepal,515,Apples,628,Fruit Pulp for Feed [%],2011,2011,100,Y
149,Nepal,560,Grapes,562,Grape Juice [%],2011,2011,100,Y
149,Nepal,574,Pineapples,575,"Pineapples, Canned [%]",2011,2011,100,Y
149,Nepal,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,100,Y
149,Nepal,574,Pineapples,623,Fruit Prepared nes [%],2011,2011,0,Y
149,Nepal,574,Pineapples,628,Fruit Pulp for Feed [%],2011,2011,100,Y
149,Nepal,866,Cattle,919,"Cattle Hides, Fresh [%]",2011,2011,100,Y
149,Nepal,867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,100,Y
149,Nepal,867,Beef and Veal,871,Cattle Butcher Fat [%],2011,2011,100,Y
149,Nepal,871,Cattle Butcher Fat,1243,Fat Preparations nes [%],2011,2011,100,Y
149,Nepal,946,Buffaloes,957,"Buffalo Hides, Fresh [%]",2011,2011,100,Y
149,Nepal,1275,Oils Hydrogenated,1242,Margarine + Shortening [%],2011,2011,100,Y
150,Netherlands,23,Wheat Starch,166,Other Fructose and Syrup [%],2011,2011,100,Y
150,Netherlands,32,"Rice, Broken",33,Rice Gluten [%],2011,2011,10,Y
150,Netherlands,32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,10,Y
150,Netherlands,32,"Rice, Broken",38,Rice Flour [%],2011,2011,90,Y
150,Netherlands,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,98,Y
150,Netherlands,71,Rye,72,Flour of Rye [%],2011,2011,10,Y
150,Netherlands,71,Rye,73,Bran of Rye [%],2011,2011,10,Y
150,Netherlands,71,Rye,113,Cereal Prep nes [%],2011,2011,90,Y
150,Netherlands,117,Flour of Potatoes,119,Potato Starch [%],2011,2011,90,Y
150,Netherlands,117,Flour of Potatoes,121,Potato Tapioca [%],2011,2011,10,Y
150,Netherlands,449,Mushrooms,450,Dried Mushrooms [%],2011,2011,10,Y
150,Netherlands,449,Mushrooms,451,Canned Mushrooms [%],2011,2011,90,Y
150,Netherlands,490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,25,Y
150,Netherlands,490,Oranges,622,Fruit Juice nes [%],2011,2011,75,Y
150,Netherlands,515,Apples,517,Ferm. Beverages Exc Wine [%],2011,2011,100,Y
150,Netherlands,515,Apples,518,Applejuice Single Streng [%],2011,2011,0,Y
150,Netherlands,515,Apples,519,Applejuice Concentrated [%],2011,2011,0,Y
150,Netherlands,515,Apples,628,Fruit Pulp for Feed [%],2011,2011,0,Y
150,Netherlands,515,Apples,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
150,Netherlands,521,Pears,622,Fruit Juice nes [%],2011,2011,100,Y
150,Netherlands,521,Pears,623,Fruit Prepared nes [%],2011,2011,0,Y
150,Netherlands,521,Pears,628,Fruit Pulp for Feed [%],2011,2011,100,Y
150,Netherlands,574,Pineapples,575,"Pineapples, Canned [%]",2011,2011,0,Y
150,Netherlands,574,Pineapples,622,Fruit Juice nes [%],2011,2011,100,Y
150,Netherlands,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,74,Y
150,Netherlands,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,7,Y
150,Netherlands,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,19,Y
150,Netherlands,869,Fat of Cattle,1225,Tallow [%],2011,2011,100,Y
150,Netherlands,871,Cattle Butcher Fat,1225,Tallow [%],2011,2011,100,Y
150,Netherlands,979,Fat of Sheep,1225,Tallow [%],2011,2011,100,Y
150,Netherlands,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,100,Y
150,Netherlands,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,0,Y
150,Netherlands,996,Skin Wet-Salted Sheep,997,Skin Dry-Salted Sheep [%],2011,2011,100,Y
150,Netherlands,1019,Fat of Goats,1225,Tallow [%],2011,2011,100,Y
150,Netherlands,1035,Pigmeat,1038,Pork [%],2011,2011,76,Y
150,Netherlands,1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,17,Y
150,Netherlands,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,76,Y
150,Netherlands,1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,5,Y
150,Netherlands,1035,Pigmeat,1042,Meat Preparations Pigs [%],2011,2011,2,Y
150,Netherlands,1040,Pig Butcher Fat,1225,Tallow [%],2011,2011,0,Y
150,Netherlands,1043,Lard,1243,Fat Preparations nes [%],2011,2011,100,Y
150,Netherlands,1057,Chickens,1059,Offals Liver of Chickens [%],2011,2011,0,Y
150,Netherlands,1068,Ducks,1075,Offals Liver Ducks [%],2011,2011,0,Y
150,Netherlands,1168,Animal Oils and Fats nes,1225,Tallow [%],2011,2011,100,Y
156,New Zealand,16,Flour of Wheat,22,Pastry [%],2011,2011,100,Y
156,New Zealand,116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,29,Y
156,New Zealand,116,Potatoes,120,Potato Offals [%],2011,2011,29,Y
156,New Zealand,116,Potatoes,634,Beverages Dist Alcoholic [%],2011,2011,70,Y
156,New Zealand,116,Potatoes,654,Dregs from Brewing+Dist. [%],2011,2011,70,Y
156,New Zealand,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,100,Y
156,New Zealand,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,0,Y
156,New Zealand,172,Glucose and Dextrose,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
156,New Zealand,463,Vegetables Fresh nes,469,Vegetables Dehydrated [%],2011,2011,20,Y
156,New Zealand,463,Vegetables Fresh nes,475,Veg.Prep or Pres.Frozen [%],2011,2011,10,Y
156,New Zealand,515,Apples,517,Ferm. Beverages Exc Wine [%],2011,2011,22,Y
156,New Zealand,515,Apples,518,Applejuice Single Streng [%],2011,2011,0,Y
156,New Zealand,515,Apples,519,Applejuice Concentrated [%],2011,2011,14,Y
156,New Zealand,515,Apples,623,Fruit Prepared nes [%],2011,2011,36,Y
156,New Zealand,515,Apples,634,Beverages Dist Alcoholic [%],2011,2011,28,Y
156,New Zealand,871,Cattle Butcher Fat,1225,Tallow [%],2011,2011,100,Y
156,New Zealand,871,Cattle Butcher Fat,1243,Fat Preparations nes [%],2011,2011,0,Y
156,New Zealand,1035,Pigmeat,1038,Pork [%],2011,2011,98,Y
156,New Zealand,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,98,Y
156,New Zealand,1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,2,Y
156,New Zealand,1037,Fat of Pigs,1043,Lard [%],2011,2011,0,Y
156,New Zealand,1037,Fat of Pigs,1168,Animal Oils and Fats nes [%],2011,2011,100,Y
156,New Zealand,1058,Chicken Meat,877,Homogenized Meat Prep. [%],2011,2011,100,Y
156,New Zealand,1062,Hen Eggs,1063,Eggs Liquid Hen [%],2011,2011,90,Y
156,New Zealand,1062,Hen Eggs,1064,Eggs Dry Whole Yolks Hen [%],2011,2011,10,Y
157,Nicaragua,32,"Rice, Broken",33,Rice Gluten [%],2011,2011,50,Y
157,Nicaragua,32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,50,Y
157,Nicaragua,32,"Rice, Broken",38,Rice Flour [%],2011,2011,50,Y
157,Nicaragua,56,Maize,58,Flour of Maize [%],2011,2011,99,Y
157,Nicaragua,56,Maize,113,Cereal Prep nes [%],2011,2011,1,Y
157,Nicaragua,125,Cassava,126,Flour of Cassava [%],2011,2011,2,Y
157,Nicaragua,125,Cassava,128,Cassava Dried [%],2011,2011,94,Y
157,Nicaragua,125,Cassava,129,Cassava Starch [%],2011,2011,4,Y
157,Nicaragua,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,100,Y
157,Nicaragua,249,Coconuts,250,"Coconuts, Dessicated [%]",2011,2011,0,Y
157,Nicaragua,249,Coconuts,251,Copra [%],2011,2011,100,Y
157,Nicaragua,289,Sesame Seed,290,Oil of Sesame Seed [%],2011,2011,100,Y
157,Nicaragua,289,Sesame Seed,291,Cake of Sesame Seed [%],2011,2011,100,Y
157,Nicaragua,388,Tomatoes,391,Tomato Paste [%],2011,2011,100,Y
157,Nicaragua,619,Fruit Fresh nes,620,Fruit Dried nes [%],2011,2011,100,Y
158,Niger,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,20,Y
158,Niger,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,80,Y
158,Niger,32,"Rice, Broken",51,Beer of Barley [%],2011,2011,100,Y
158,Niger,256,Palm Kernels,258,Oil of Palm Kernels [%],2011,2011,100,Y
158,Niger,256,Palm Kernels,259,Cake of Palm Kernels [%],2011,2011,100,Y
158,Niger,329,Cottonseed,770,Cotton Linter [%],2011,2011,100,Y
158,Niger,463,Vegetables Fresh nes,473,Vegetables Frozen [%],2011,2011,50,Y
158,Niger,463,Vegetables Fresh nes,474,Veg. in Temp Preservativ [%],2011,2011,50,Y
158,Niger,619,Fruit Fresh nes,620,Fruit Dried nes [%],2011,2011,100,Y
159,Nigeria,125,Cassava,126,Flour of Cassava [%],2011,2011,35,Y
159,Nigeria,125,Cassava,128,Cassava Dried [%],2011,2011,62,Y
162,Norway,187,"Peas, Dry",212,Flour of Pulses [%],2011,2011,100,Y
162,Norway,187,"Peas, Dry",213,Bran of Pulses [%],2011,2011,100,Y
162,Norway,237,Oil of Soya Beans,1242,Margarine + Shortening [%],2011,2011,0,Y
162,Norway,243,Groundnuts Shelled,244,Oil of Groundnuts [%],2011,2011,80,Y
162,Norway,243,Groundnuts Shelled,245,Cake of Groundnuts [%],2011,2011,80,Y
162,Norway,243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,20,Y
162,Norway,463,Vegetables Fresh nes,474,Veg. in Temp Preservativ [%],2011,2011,100,Y
162,Norway,560,Grapes,563,Must of Grapes [%],2011,2011,100,Y
162,Norway,1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,0,Y
162,Norway,1037,Fat of Pigs,1225,Tallow [%],2011,2011,100,Y
162,Norway,1062,Hen Eggs,1063,Eggs Liquid Hen [%],2011,2011,65,Y
162,Norway,1062,Hen Eggs,1064,Eggs Dry Whole Yolks Hen [%],2011,2011,35,Y
162,Norway,1068,Ducks,1069,Duck Meat [%],2011,2011,100,Y
162,Norway,1079,Turkeys,1080,Turkey Meat [%],2011,2011,100,Y
162,Norway,1079,Turkeys,1087,Indigenous Turkey Meat [%],2011,2011,100,Y
162,Norway,1079,Turkeys,1088,Biological Turkey Meat [%],2011,2011,100,Y
162,Norway,1140,Rabbits,1141,Rabbit Meat [%],2011,2011,100,Y
162,Norway,1140,Rabbits,1144,Rabbit Meat Indigenous [%],2011,2011,100,Y
162,Norway,1140,Rabbits,1145,Rabbit Meat Biological [%],2011,2011,100,Y
162,Norway,1140,Rabbits,1146,Rabbit Skins [%],2011,2011,100,Y
162,Norway,1168,Animal Oils and Fats nes,1243,Fat Preparations nes [%],2011,2011,100,Y
165,Pakistan,16,Flour of Wheat,18,Macaroni [%],2011,2011,50,Y
165,Pakistan,16,Flour of Wheat,20,Bread [%],2011,2011,15,Y
165,Pakistan,16,Flour of Wheat,22,Pastry [%],2011,2011,25,Y
165,Pakistan,16,Flour of Wheat,23,Wheat Starch [%],2011,2011,10,Y
165,Pakistan,16,Flour of Wheat,24,Wheat Gluten [%],2011,2011,10,Y
165,Pakistan,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,1,Y
165,Pakistan,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,99,Y
165,Pakistan,163,Sugar non Centrifugal,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
165,Pakistan,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,20,Y
165,Pakistan,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,80,Y
165,Pakistan,268,Oil of Sunflower Seed,1274,Oils Boiled etc [%],2011,2011,100,Y
165,Pakistan,340,Oil of Veget Origin nes,1275,Oils Hydrogenated [%],2011,2011,100,Y
165,Pakistan,463,Vegetables Fresh nes,469,Vegetables Dehydrated [%],2011,2011,46,Y
165,Pakistan,463,Vegetables Fresh nes,471,Vegetables Pr by Vinegar [%],2011,2011,5,Y
165,Pakistan,463,Vegetables Fresh nes,472,Vegetables Prepared nes [%],2011,2011,5,Y
165,Pakistan,463,Vegetables Fresh nes,473,Vegetables Frozen [%],2011,2011,35,Y
165,Pakistan,463,Vegetables Fresh nes,474,Veg. in Temp Preservativ [%],2011,2011,3,Y
165,Pakistan,463,Vegetables Fresh nes,475,Veg.Prep or Pres.Frozen [%],2011,2011,3,Y
165,Pakistan,463,Vegetables Fresh nes,476,Homogenized Veget. Prep. [%],2011,2011,3,Y
165,Pakistan,490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,30,Y
165,Pakistan,490,Oranges,492,Oranjuice Concentrated [%],2011,2011,70,Y
165,Pakistan,490,Oranges,628,Fruit Pulp for Feed [%],2011,2011,100,Y
165,Pakistan,495,Tang.Mand.Clement.Satsma,628,Fruit Pulp for Feed [%],2011,2011,100,Y
165,Pakistan,515,Apples,517,Ferm. Beverages Exc Wine [%],2011,2011,50,Y
165,Pakistan,515,Apples,518,Applejuice Single Streng [%],2011,2011,5,Y
165,Pakistan,515,Apples,519,Applejuice Concentrated [%],2011,2011,45,Y
165,Pakistan,515,Apples,628,Fruit Pulp for Feed [%],2011,2011,50,Y
165,Pakistan,515,Apples,654,Dregs from Brewing+Dist. [%],2011,2011,50,Y
165,Pakistan,571,Mangoes,623,Fruit Prepared nes [%],2011,2011,0,Y
165,Pakistan,571,Mangoes,628,Fruit Pulp for Feed [%],2011,2011,90,Y
165,Pakistan,619,Fruit Fresh nes,628,Fruit Pulp for Feed [%],2011,2011,10,Y
165,Pakistan,867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,10,Y
165,Pakistan,867,Beef and Veal,871,Cattle Butcher Fat [%],2011,2011,10,Y
165,Pakistan,867,Beef and Veal,875,Beef Preparations [%],2011,2011,40,Y
165,Pakistan,882,"Cow Milk, Whole, Fresh",885,"Cream, Fresh [%]",2011,2011,50,Y
165,Pakistan,882,"Cow Milk, Whole, Fresh",886,Butter of Cow Milk [%],2011,2011,30,Y
165,Pakistan,882,"Cow Milk, Whole, Fresh",888,Skim Milk of Cows [%],2011,2011,80,Y
165,Pakistan,882,"Cow Milk, Whole, Fresh",889,"Whole Milk,Condensed [%]",2011,2011,15,Y
165,Pakistan,882,"Cow Milk, Whole, Fresh",892,Yogurt Concentr.Or Not [%],2011,2011,5,Y
165,Pakistan,888,Skim Milk of Cows,899,Dry Buttermilk [%],2011,2011,100,Y
165,Pakistan,946,Buffaloes,957,"Buffalo Hides, Fresh [%]",2011,2011,100,Y
165,Pakistan,976,Sheep,995,"Sheepskins, Fresh [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",15,Wheat,16,Flour of Wheat [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",15,Wheat,17,Bran of Wheat [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",16,Flour of Wheat,18,Macaroni [%],2011,2011,7,Y
299,"Palestine, Occupied Tr.",16,Flour of Wheat,20,Bread [%],2011,2011,81,Y
299,"Palestine, Occupied Tr.",16,Flour of Wheat,22,Pastry [%],2011,2011,11,Y
299,"Palestine, Occupied Tr.",242,Groundnuts in Shell,243,Groundnuts Shelled [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",260,Olives,261,Oil of Olive [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",260,Olives,273,Olive Residues [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",289,Sesame Seed,290,Oil of Sesame Seed [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",289,Sesame Seed,291,Cake of Sesame Seed [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",388,Tomatoes,391,Tomato Paste [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",560,Grapes,561,Raisins [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",866,Cattle,867,Beef and Veal [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",866,Cattle,868,"Offals of Cattle, Edible [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",866,Cattle,869,Fat of Cattle [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",866,Cattle,919,"Cattle Hides, Fresh [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",866,Cattle,944,Indigenous Cattle Meat [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",866,Cattle,945,Biological Cattle Meat [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",976,Sheep,977,Mutton and Lamb [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",976,Sheep,978,"Offals of Sheep, Edible [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",976,Sheep,979,Fat of Sheep [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",976,Sheep,995,"Sheepskins, Fresh [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",982,Sheep Milk,903,"Whey, Fresh [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",982,Sheep Milk,984,Cheese of Sheep Milk [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",1016,Goats,1017,Goat Meat [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",1016,Goats,1018,"Offals of Goats, Edible [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",1016,Goats,1019,Fat of Goats [%],2011,2011,100,Y
299,"Palestine, Occupied Tr.",1016,Goats,1025,"Goatskins, Fresh [%]",2011,2011,100,Y
299,"Palestine, Occupied Tr.",1057,Chickens,1058,Chicken Meat [%],2011,2011,100,Y
166,Panama,163,Sugar non Centrifugal,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
166,Panama,486,Bananas,623,Fruit Prepared nes [%],2011,2011,100,Y
166,Panama,901,Cheese (Whole Cow Milk),907,Processed Cheese [%],2011,2011,100,Y
166,Panama,1058,Chicken Meat,1061,Meat Canned Chicken [%],2011,2011,100,Y
168,Papua New Guinea,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,100,Y
169,Paraguay,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,26,Y
169,Paraguay,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,74,Y
169,Paraguay,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,74,Y
169,Paraguay,31,Milled Paddy Rice,32,"Rice, Broken [%]",2011,2011,100,Y
169,Paraguay,56,Maize,58,Flour of Maize [%],2011,2011,90,Y
169,Paraguay,56,Maize,59,Bran of Maize [%],2011,2011,90,Y
169,Paraguay,56,Maize,632,Alcohol Non Food Purpose [%],2011,2011,10,Y
169,Paraguay,56,Maize,654,Dregs from Brewing+Dist. [%],2011,2011,10,Y
169,Paraguay,58,Flour of Maize,51,Beer of Barley [%],2011,2011,50,Y
169,Paraguay,58,Flour of Maize,64,Starch of Maize [%],2011,2011,50,Y
169,Paraguay,58,Flour of Maize,654,Dregs from Brewing+Dist. [%],2011,2011,50,Y
169,Paraguay,125,Cassava,126,Flour of Cassava [%],2011,2011,30,Y
169,Paraguay,125,Cassava,127,Cassava Tapioca [%],2011,2011,25,Y
169,Paraguay,125,Cassava,128,Cassava Dried [%],2011,2011,15,Y
169,Paraguay,125,Cassava,129,Cassava Starch [%],2011,2011,30,Y
169,Paraguay,236,Soybeans,237,Oil of Soya Beans [%],2011,2011,98,Y
169,Paraguay,236,Soybeans,238,Cake of Soya Beans [%],2011,2011,98,Y
169,Paraguay,236,Soybeans,343,Flour/Meal of Oilseeds [%],2011,2011,2,Y
169,Paraguay,270,Rapeseed,271,Oil of Rapeseed [%],2011,2011,100,Y
169,Paraguay,270,Rapeseed,272,Cake of Rapeseed [%],2011,2011,100,Y
169,Paraguay,867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,95,Y
169,Paraguay,867,Beef and Veal,871,Cattle Butcher Fat [%],2011,2011,95,Y
169,Paraguay,867,Beef and Veal,875,Beef Preparations [%],2011,2011,5,Y
169,Paraguay,1035,Pigmeat,1038,Pork [%],2011,2011,100,Y
169,Paraguay,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,100,Y
169,Paraguay,1040,Pig Butcher Fat,1038,Pork [%],2011,2011,100,Y
169,Paraguay,1040,Pig Butcher Fat,1041,Sausages Pig Meat [%],2011,2011,100,Y
169,Paraguay,1225,Tallow,1276,Fatty Acids Oils 431.31 [%],2011,2011,100,Y
170,Peru,15,Wheat,19,Germ of Wheat [%],2011,2011,100,Y
170,Peru,44,Barley,49,Malt of Barley [%],2011,2011,100,Y
170,Peru,56,Maize,58,Flour of Maize [%],2011,2011,99.5,Y
170,Peru,56,Maize,59,Bran of Maize [%],2011,2011,99.5,Y
170,Peru,56,Maize,113,Cereal Prep nes [%],2011,2011,0.5,Y
170,Peru,75,Oats,76,"Oats, Rolled [%]",2011,2011,100,Y
170,Peru,75,Oats,77,Bran of Oats [%],2011,2011,100,Y
170,Peru,92,Quinoa,111,Flour of Cereals [%],2011,2011,100,Y
170,Peru,92,Quinoa,112,Bran of Cereals [%],2011,2011,100,Y
170,Peru,125,Cassava,126,Flour of Cassava [%],2011,2011,95,Y
170,Peru,125,Cassava,128,Cassava Dried [%],2011,2011,5,Y
170,Peru,156,Sugar Cane,158,Cane Sugar [%],2011,2011,95,Y
170,Peru,156,Sugar Cane,163,Sugar non Centrifugal [%],2011,2011,4,Y
170,Peru,156,Sugar Cane,165,Molasses [%],2011,2011,95,Y
170,Peru,156,Sugar Cane,170,Bagasse [%],2011,2011,95,Y
170,Peru,156,Sugar Cane,632,Alcohol Non Food Purpose [%],2011,2011,1,Y
170,Peru,165,Molasses,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
170,Peru,216,Brazil Nuts,229,Brazilnuts Shelled [%],2011,2011,100,Y
170,Peru,260,Olives,261,Oil of Olive [%],2011,2011,5,Y
170,Peru,260,Olives,262,"Olives, Preserved [%]",2011,2011,95,Y
170,Peru,260,Olives,273,Olive Residues [%],2011,2011,5,Y
170,Peru,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,100,Y
170,Peru,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,100,Y
170,Peru,446,Green Corn (Maize),447,Sweet Corn Frozen [%],2011,2011,100,Y
170,Peru,486,Bananas,624,Flour of Fruit [%],2011,2011,100,Y
170,Peru,497,Lemons and Limes,499,Lemonjuice Concentrated [%],2011,2011,90,Y
170,Peru,497,Lemons and Limes,628,Fruit Pulp for Feed [%],2011,2011,90,Y
170,Peru,497,Lemons and Limes,753,Essential Oils nes [%],2011,2011,10,Y
170,Peru,560,Grapes,564,Wine [%],2011,2011,70,Y
170,Peru,560,Grapes,634,Beverages Dist Alcoholic [%],2011,2011,30,Y
170,Peru,560,Grapes,654,Dregs from Brewing+Dist. [%],2011,2011,30,Y
170,Peru,603,Fruit Tropical Fresh nes,623,Fruit Prepared nes [%],2011,2011,100,Y
170,Peru,1058,Chicken Meat,1061,Meat Canned Chicken [%],2011,2011,100,Y
171,Philippines,16,Flour of Wheat,18,Macaroni [%],2011,2011,10,Y
171,Philippines,16,Flour of Wheat,20,Bread [%],2011,2011,10,Y
171,Philippines,16,Flour of Wheat,22,Pastry [%],2011,2011,40,Y
171,Philippines,16,Flour of Wheat,110,Wafers [%],2011,2011,40,Y
171,Philippines,17,Bran of Wheat,41,Breakfast Cereals [%],2011,2011,100,Y
171,Philippines,243,Groundnuts Shelled,244,Oil of Groundnuts [%],2011,2011,30,Y
171,Philippines,243,Groundnuts Shelled,245,Cake of Groundnuts [%],2011,2011,30,Y
171,Philippines,243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,60,Y
171,Philippines,243,Groundnuts Shelled,247,Peanut Butter [%],2011,2011,10,Y
171,Philippines,495,Tang.Mand.Clement.Satsma,514,Citrusjuice Concentrated [%],2011,2011,100,Y
171,Philippines,495,Tang.Mand.Clement.Satsma,628,Fruit Pulp for Feed [%],2011,2011,100,Y
